IsLa[a],IsLb[A],IsLc[A]
1.6,-1.904167,0.2041667
1.120833,-2.0375,0.8875
0.5666667,-2.0375,1.7875
-0.1833333,-1.45,1.925
-0.9833333,-0.9916667,2.095833
-1.775,-0.3416667,2.016667
-1.916667,0.425,1.404167
-2.066667,1.316667,0.8458333
-1.775,1.845833,0.0125
-1.216667,1.970833,-0.6625
-0.6875,2.0125,-1.4875
0.0375,1.516667,-1.85
0.5875,1.070833,-2.029167
1.4875,0.5625,-2.041667
1.895833,-0.2291667,-1.504167
2.045833,-0.8916667,-0.9875
2.008333,-1.8,-0.35
1.35,-2.041667,0.4708333
0.8458333,-2.070833,1.2375
0.2125,-1.770833,1.9375
-0.45,-1.208333,2.070833
-1.379167,-0.7166667,2.095833
-1.979167,0.1125,1.725
-2.025,0.75,1.216667
-2.033333,1.791667,0.55
-1.4875,1.983333,-0.4041667
-1.025,1.9375,-1.079167
-0.4333333,1.916667,-1.904167
0.3541667,1.3625,-1.916667
1.1125,0.9583333,-1.95
1.779167,0.2625,-1.879167
1.883333,-0.5208333,-1.366667
1.970833,-1.383333,-0.8875
1.741667,-1.8625,-0.008333333
1.275,-1.9125,0.7041667
0.7708333,-1.933333,1.5375
-0.02083333,-1.5125,1.883333
-0.6375,-1.145833,1.975
-1.566667,-0.6041667,2.004167
-1.925,0.2375,1.504167
-1.954167,0.9208333,1.045833
-1.879167,1.829167,0.3583333
-1.329167,1.9375,-0.425
-0.8541667,1.9,-1.191667
-0.2791667,1.666667,-1.8875
0.3416667,1.220833,-1.966667
1.279167,0.775,-1.995833
1.875,0.08333333,-1.704167
1.995833,-0.5833333,-1.229167
2.075,-1.708333,-0.675
1.558333,-1.979167,0.2458333
1.091667,-2.041667,0.9875
0.525,-1.979167,1.879167
-0.2958333,-1.458333,1.995833
-1.116667,-0.9541667,2.0875
-1.841667,-0.2291667,1.995833
-1.991667,0.6166667,1.445833
-2.054167,1.508333,0.8041667
-1.754167,1.9625,-0.1875
-1.2125,1.975,-0.8833333
-0.6333333,1.958333,-1.675
0.225,1.4625,-1.933333
0.7583333,1.083333,-1.954167
1.629167,0.5541667,-1.904167
1.9125,-0.2916667,-1.420833
1.9,-0.9458333,-1.054167
1.808333,-1.908333,-0.4208333
1.3,-1.9625,0.3833333
0.9375,-1.829167,1.233333
0.3916667,-1.570833,1.9625
-0.275,-1.2375,1.958333
-1.345833,-0.8541667,1.925
-1.916667,-0.1625,1.6375
-1.945833,0.575,1.266667
-1.970833,1.7125,0.7125
-1.495833,1.891667,-0.2208333
-1.091667,1.8875,-0.9458333
-0.5333333,1.833333,-1.816667
0.2375,1.366667,-1.883333
0.9583333,0.9666667,-1.966667
1.716667,0.3291667,-1.866667
1.933333,-0.4333333,-1.4
2.066667,-1.275,-0.8541667
1.75,-1.908333,-0.008333333
1.2375,-2.066667,0.625
0.7416667,-2.058333,1.516667
-0.02083333,-1.575,1.970833
-0.6208333,-1.129167,2.1125
-1.633333,-0.5791667,2.108333
-2.025,0.2916667,1.5875
-2.079167,0.9833333,1.070833
-1.991667,2.016667,0.3541667
-1.3625,2.045833,-0.5333333
-0.8791667,1.954167,-1.375
-0.2291667,1.679167,-2.045833
0.4791667,1.254167,-1.954167
1.483333,0.8083333,-1.916667
1.9375,0.02083333,-1.625
1.929167,-0.7166667,-1.254167
1.970833,-1.7625,-0.725
1.454167,-1.9625,0.2375
1.083333,-1.916667,0.9458333
0.6166667,-1.7875,1.791667
-0.1291667,-1.320833,1.958333
-0.8916667,-0.9875,1.975
-1.766667,-0.4458333,1.825
-1.991667,0.3041667,1.395833
-2.0625,1.2125,0.9333333
-1.7,1.929167,0.1375
-1.229167,2.0,-0.5333333
-0.7625,1.929167,-1.491667
-0.1041667,1.483333,-1.9375
