IsLa[a],IsLb[A],IsLc[A]
0.7541667,1.291667,-2.408333
1.679167,0.7625,-2.2625
2.295833,-0.004166667,-1.891667
2.266667,-0.9541667,-1.216667
2.220833,-1.891667,-0.65
1.716667,-2.3125,0.3208333
1.054167,-2.2125,1.15
0.5083333,-2.1125,2.025
-0.375,-1.495833,2.283333
-1.145833,-0.9458333,2.25
-1.9875,-0.375,2.166667
-2.233333,0.5375,1.466667
-2.2625,1.404167,0.9041667
-2.1,2.2125,0.1041667
-1.270833,2.320833,-0.8291667
-0.6958333,2.229167,-1.745833
0.1083333,1.795833,-2.325
0.9208333,1.116667,-2.354167
1.85,0.5458333,-2.2375
2.3125,-0.3916667,-1.625
2.283333,-1.1875,-1.016667
2.191667,-2.129167,-0.2958333
1.404167,-2.345833,0.7
0.8166667,-2.204167,1.483333
0.1291667,-1.954167,2.270833
-0.6958333,-1.245833,2.358333
-1.583333,-0.7291667,2.245833
-2.291667,0.05833333,1.904167
-2.304167,0.8625,1.225
-2.266667,1.908333,0.6458333
-1.733333,2.408333,-0.3458333
-1.045833,2.333333,-1.166667
-0.4541667,2.170833,-2.1875
0.475,1.475,-2.445833
1.3,0.925,-2.3375
2.191667,0.2958333,-2.125
2.329167,-0.7041667,-1.370833
2.254167,-1.575,-0.8375
2.0,-2.291667,-0.02083333
1.208333,-2.295833,0.9416667
0.6583333,-2.179167,1.783333
-0.1083333,-1.741667,2.279167
-0.9125,-1.091667,2.275
-1.775,-0.5666667,2.25
-2.191667,0.3208333,1.691667
-2.254167,1.083333,1.079167
-2.270833,2.0,0.4125
-1.5125,2.283333,-0.6
-0.8708333,2.254167,-1.370833
-0.1916667,2.079167,-2.204167
0.6791667,1.320833,-2.375
1.525,0.725,-2.304167
2.2375,-0.07916667,-1.958333
2.304167,-0.9208333,-1.183333
2.2875,-1.829167,-0.5625
1.708333,-2.345833,0.4541667
0.9833333,-2.2625,1.195833
0.3625,-2.129167,2.0625
-0.5291667,-1.445833,2.341667
-1.229167,-0.8666667,2.270833
-2.1,-0.2,2.129167
-2.3,0.6958333,1.391667
-2.258333,1.533333,0.8416667
-2.0375,2.308333,-0.03333333
-1.2375,2.341667,-0.9375
-0.65,2.229167,-1.891667
0.1958333,1.7625,-2.4
1.008333,1.116667,-2.4
1.975,0.5333333,-2.258333
2.345833,-0.4333333,-1.616667
2.275,-1.3,-1.033333
2.220833,-2.175,-0.325
1.441667,-2.320833,0.7375
0.8458333,-2.191667,1.570833
0.175,-1.983333,2.245833
-0.7541667,-1.270833,2.279167
-1.570833,-0.75,2.2125
-2.1375,0.02916667,1.941667
-2.191667,0.9,1.25
-2.2625,1.766667,0.6791667
-1.795833,2.229167,-0.3083333
-1.070833,2.2375,-1.125
-0.4833333,2.1875,-2.016667
0.4333333,1.554167,-2.3125
1.2125,0.9541667,-2.295833
2.079167,0.2958333,-2.179167
2.266667,-0.6833333,-1.433333
2.275,-1.520833,-0.8333333
2.033333,-2.275,0.04583333
1.208333,-2.283333,0.9625
0.625,-2.175,1.841667
-0.2375,-1.704167,2.333333
-1.016667,-1.054167,2.2875
-1.916667,-0.4875,2.204167
-2.3,0.4666667,1.604167
-2.245833,1.225,1.041667
-2.1875,2.191667,0.325
-1.441667,2.354167,-0.7125
-0.8541667,2.2125,-1.566667
