IsLa[a],IsLb[A],IsLc[A]
1.529167,-0.1041667,-1.15
1.654167,-1.070833,-0.7708333
1.279167,-1.395833,-0.2375
1.025,-1.525,0.4125
0.7333333,-1.5125,1.283333
0.3291667,-1.2625,1.525
-0.4791667,-1.008333,1.683333
-1.2125,-0.6375,1.629167
-1.479167,-0.1666667,1.345833
-1.7125,0.75,0.9791667
-1.4375,1.283333,0.4125
-1.141667,1.5,-0.1125
-0.8333333,1.6125,-1.033333
-0.4208333,1.3,-1.441667
0.08333333,1.058333,-1.6
1.029167,0.7791667,-1.666667
1.391667,0.3541667,-1.354167
1.566667,-0.3583333,-1.075
1.541667,-1.204167,-0.6458333
1.216667,-1.429167,-0.1416667
0.9791667,-1.55,0.7583333
0.5875,-1.395833,1.354167
0.1291667,-1.191667,1.566667
-0.8333333,-0.8916667,1.729167
-1.304167,-0.4125,1.508333
-1.541667,0.1583333,1.2125
-1.725,1.1,0.7708333
-1.3,1.4125,0.125
-0.9833333,1.55,-0.5041667
-0.5916667,1.516667,-1.325
-0.1916667,1.208333,-1.554167
0.525,0.9166667,-1.641667
1.275,0.5375,-1.533333
1.479167,0.1083333,-1.25
1.625,-0.8,-0.9166667
1.3875,-1.329167,-0.3875
1.129167,-1.479167,0.1166667
0.8458333,-1.575,1.1
0.4291667,-1.308333,1.420833
-0.1208333,-1.079167,1.6
-1.045833,-0.7916667,1.741667
-1.383333,-0.3166667,1.4375
-1.633333,0.4125,1.095833
-1.620833,1.179167,0.625
-1.241667,1.454167,0.1125
-0.9375,1.608333,-0.7125
-0.5583333,1.391667,-1.358333
-0.1541667,1.170833,-1.579167
0.7708333,0.9083333,-1.679167
1.308333,0.4666667,-1.445833
1.495833,-0.05416667,-1.204167
1.633333,-1.020833,-0.85
1.308333,-1.329167,-0.2958333
1.0625,-1.4875,0.3875
0.75,-1.520833,1.241667
0.2958333,-1.270833,1.483333
-0.4791667,-1.0,1.6625
-1.2,-0.5916667,1.633333
-1.483333,-0.0875,1.341667
-1.704167,0.7958333,0.9291667
-1.425,1.345833,0.3125
-1.116667,1.529167,-0.2125
-0.7708333,1.591667,-1.133333
-0.3125,1.291667,-1.4875
0.2041667,1.0375,-1.6
1.145833,0.7208333,-1.633333
1.425,0.2583333,-1.329167
1.55,-0.4708333,-1.029167
1.529167,-1.266667,-0.5791667
1.220833,-1.429167,-0.075
0.9375,-1.5375,0.7833333
0.5666667,-1.4,1.333333
0.1333333,-1.1875,1.5625
-0.775,-0.9,1.741667
-1.275,-0.4708333,1.533333
-1.558333,0.06666667,1.216667
-1.733333,0.9958333,0.8458333
-1.341667,1.370833,0.2666667
-1.041667,1.554167,-0.3666667
-0.7375,1.525,-1.2625
-0.3208333,1.2375,-1.533333
0.4166667,0.9916667,-1.641667
1.229167,0.6583333,-1.5625
1.445833,0.1875,-1.308333
1.6125,-0.7375,-0.9916667
1.4,-1.2625,-0.4458333
1.15,-1.441667,0.0875
0.8791667,-1.575,1.0375
0.4333333,-1.320833,1.391667
-0.1208333,-1.091667,1.5875
-1.029167,-0.7791667,1.7375
-1.391667,-0.275,1.425
-1.625,0.425,1.079167
-1.6125,1.254167,0.5625
-1.2125,1.491667,0.004166667
-0.9083333,1.5875,-0.8291667
-0.4625,1.375,-1.45
-0.05416667,1.145833,-1.595833
0.9083333,0.85,-1.645833
1.358333,0.3875,-1.408333
1.491667,-0.1375,-1.158333
1.620833,-1.1,-0.7833333
1.291667,-1.345833,-0.2041667
1.041667,-1.4875,0.4583333
0.7166667,-1.525,1.25
0.2875,-1.254167,1.4875
-0.4416667,-0.9875,1.670833
-1.179167,-0.625,1.6375
-1.475,-0.1833333,1.341667
-1.704167,0.6708333,0.9875
-1.4375,1.3,0.4375
-1.145833,1.5125,-0.07916667
-0.875,1.5875,-1.066667
-0.45,1.304167,-1.454167
0.07916667,1.091667,-1.579167
1.066667,0.8083333,-1.641667
1.370833,0.3458333,-1.370833
1.529167,-0.3708333,-1.104167
1.55,-1.170833,-0.675
1.25,-1.366667,-0.125
0.975,-1.533333,0.7125
0.5916667,-1.404167,1.308333
0.1541667,-1.208333,1.545833
-0.7458333,-0.8916667,1.716667
-1.304167,-0.4541667,1.508333
-1.554167,0.09166667,1.220833
-1.7125,1.070833,0.8166667
-1.320833,1.429167,0.1833333
-1.0,1.541667,-0.4708333
-0.6583333,1.4875,-1.3625
-0.2125,1.2125,-1.558333
0.5458333,0.95,-1.625
1.295833,0.5666667,-1.529167
1.445833,0.1125,-1.275
1.604167,-0.825,-0.9208333
1.383333,-1.3,-0.3583333
1.125,-1.4375,0.1583333
0.8375,-1.583333,1.054167
0.4291667,-1.304167,1.404167
-0.09166667,-1.083333,1.6
-1.0,-0.7916667,1.716667
-1.395833,-0.3375,1.4125
-1.616667,0.3375,1.1
-1.591667,1.229167,0.675
-1.245833,1.483333,0.1416667
-0.9625,1.570833,-0.725
-0.6041667,1.383333,-1.4
-0.1666667,1.191667,-1.554167
0.7875,0.9333333,-1.6375
1.295833,0.4833333,-1.441667
1.466667,-0.04166667,-1.216667
1.645833,-0.9916667,-0.8541667
1.3,-1.3125,-0.2875
1.0625,-1.475,0.3458333
0.7458333,-1.508333,1.175
0.325,-1.266667,1.483333
-0.375,-1.0,1.658333
-1.195833,-0.6375,1.633333
-1.483333,-0.1666667,1.345833
-1.679167,0.75,0.975
-1.425,1.383333,0.3875
-1.129167,1.520833,-0.1625
-0.8208333,1.5625,-1.166667
-0.3291667,1.283333,-1.504167
0.2166667,1.058333,-1.583333
1.166667,0.75,-1.629167
1.391667,0.2375,-1.35
1.529167,-0.4791667,-1.041667
1.533333,-1.225,-0.5833333
1.208333,-1.404167,-0.0375
0.9333333,-1.533333,0.7375
0.5583333,-1.4,1.3375
0.1541667,-1.183333,1.5625
-0.7166667,-0.9166667,1.716667
-1.320833,-0.4958333,1.4875
-1.566667,0.02083333,1.216667
-1.704167,1.025,0.8875
-1.325,1.420833,0.3
-1.058333,1.525,-0.35
-0.7791667,1.504167,-1.295833
-0.3208333,1.254167,-1.504167
0.4291667,1.008333,-1.616667
1.191667,0.6708333,-1.575
1.420833,0.2,-1.329167
1.620833,-0.7,-0.9916667
1.404167,-1.2375,-0.4625
1.1625,-1.4375,0.07083333
0.8833333,-1.566667,0.9625
0.4583333,-1.3125,1.395833
-0.04166667,-1.095833,1.583333
-1.0,-0.8125,1.7
-1.4125,-0.3291667,1.433333
-1.575,0.3666667,1.116667
-1.579167,1.266667,0.6458333
-1.233333,1.483333,0.07083333
-0.9458333,1.554167,-0.8416667
-0.5208333,1.3875,-1.470833
-0.05,1.154167,-1.566667
0.875,0.875,-1.633333
1.3375,0.3958333,-1.429167
1.495833,-0.15,-1.179167
1.641667,-1.05,-0.7833333
1.283333,-1.3625,-0.1875
1.029167,-1.504167,0.4
0.7083333,-1.5125,1.229167
0.3125,-1.245833,1.508333
-0.3833333,-0.9916667,1.654167
-1.216667,-0.6583333,1.604167
-1.508333,-0.2,1.341667
-1.645833,0.6916667,1.0125
-1.433333,1.3375,0.4833333
-1.1625,1.483333,-0.05
-0.8916667,1.566667,-1.066667
-0.4625,1.3125,-1.433333
0.08333333,1.104167,-1.558333
1.029167,0.8333333,-1.658333
1.3375,0.3583333,-1.4
1.5375,-0.3375,-1.1125
1.575,-1.116667,-0.6958333
1.2375,-1.383333,-0.1375
0.975,-1.525,0.6458333
0.6166667,-1.395833,1.308333
0.2,-1.1875,1.541667
-0.7166667,-0.9291667,1.675
-1.320833,-0.5,1.508333
-1.529167,0.02916667,1.2375
-1.6625,1.070833,0.8833333
-1.333333,1.395833,0.2458333
-1.045833,1.504167,-0.4458333
-0.7,1.520833,-1.354167
-0.225,1.241667,-1.541667
0.525,0.9791667,-1.604167
1.254167,0.5875,-1.570833
1.4625,0.09166667,-1.3
1.633333,-0.7625,-0.925
1.395833,-1.308333,-0.3541667
1.116667,-1.483333,0.125
0.8166667,-1.541667,1.0125
0.4208333,-1.279167,1.441667
-0.0625,-1.075,1.5875
