IsLa[a],IsLb[A],IsLc[A]
1.129167,0.5708333,-1.4
1.383333,-0.1416667,-1.170833
1.3875,-0.8333333,-0.8333333
1.25,-1.179167,-0.4083333
1.104167,-1.358333,0.4416667
0.8458333,-1.2875,1.033333
0.3958333,-1.208333,1.329167
-0.5041667,-1.045833,1.554167
-1.05,-0.7291667,1.479167
-1.2875,-0.1416667,1.295833
-1.454167,0.7458333,1.041667
-1.325,1.083333,0.5541667
-1.1625,1.2875,-0.1833333
-0.9083333,1.329167,-0.9375
-0.5458333,1.254167,-1.258333
0.2583333,1.075,-1.470833
0.9333333,0.8083333,-1.470833
1.2625,0.375,-1.316667
1.483333,-0.4875,-1.0875
1.275,-1.020833,-0.6791667
1.183333,-1.258333,-0.1083333
1.008333,-1.341667,0.8166667
0.6791667,-1.25,1.2125
0.05833333,-1.116667,1.4
-0.8375,-0.8916667,1.508333
-1.154167,-0.525,1.416667
-1.391667,0.2291667,1.166667
-1.383333,0.9041667,0.8
-1.245833,1.179167,0.3375
-1.075,1.375,-0.5333333
-0.7958333,1.279167,-1.075
-0.3541667,1.191667,-1.35
0.55,1.025,-1.508333
1.054167,0.7166667,-1.4125
1.3125,0.1458333,-1.258333
1.433333,-0.7083333,-1.020833
1.266667,-1.079167,-0.5708333
1.166667,-1.2875,0.1333333
0.9583333,-1.320833,0.9
0.575,-1.283333,1.233333
-0.1958333,-1.104167,1.491667
-0.8625,-0.8083333,1.525
-1.2125,-0.4041667,1.395833
-1.4875,0.4416667,1.133333
-1.3375,0.975,0.7
-1.2,1.254167,0.1583333
-1.0375,1.375,-0.7666667
-0.7166667,1.254167,-1.195833
-0.07916667,1.145833,-1.408333
0.8208333,0.9458333,-1.4875
1.175,0.55,-1.395833
1.375,-0.2,-1.170833
1.366667,-0.9166667,-0.8208333
1.245833,-1.166667,-0.35
1.083333,-1.345833,0.5291667
0.7833333,-1.266667,1.05
0.3416667,-1.179167,1.333333
-0.5541667,-0.9916667,1.541667
-1.045833,-0.6666667,1.445833
-1.341667,-0.1083333,1.2375
-1.45,0.75,0.9791667
-1.270833,1.129167,0.5291667
-1.125,1.304167,-0.1875
-0.9166667,1.3,-0.9875
-0.5416667,1.2375,-1.258333
0.2541667,1.1,-1.445833
0.9125,0.8166667,-1.466667
1.208333,0.3916667,-1.341667
1.4625,-0.4541667,-1.1125
1.320833,-0.9416667,-0.7083333
1.2,-1.233333,-0.1791667
1.029167,-1.3625,0.7
0.7458333,-1.270833,1.1375
0.1333333,-1.158333,1.404167
-0.725,-0.9625,1.545833
-1.158333,-0.5958333,1.4375
-1.383333,0.125,1.225
-1.3875,0.8875,0.8791667
-1.275,1.1625,0.4
-1.1125,1.333333,-0.5083333
-0.8083333,1.279167,-1.045833
-0.3583333,1.2,-1.3125
0.5625,1.025,-1.533333
1.0375,0.6875,-1.4375
1.329167,0.1416667,-1.2375
1.458333,-0.7291667,-0.9791667
1.266667,-1.1125,-0.5458333
1.120833,-1.304167,0.1666667
0.9208333,-1.295833,0.9583333
0.5375,-1.233333,1.279167
-0.2583333,-1.070833,1.466667
-0.9583333,-0.7791667,1.470833
-1.233333,-0.3458333,1.358333
-1.45,0.525,1.095833
-1.3125,0.9958333,0.6583333
-1.183333,1.2375,0.1041667
-1.0,1.370833,-0.7875
-0.6833333,1.25,-1.175
-0.06666667,1.129167,-1.408333
0.7541667,0.9333333,-1.508333
1.166667,0.6083333,-1.391667
1.383333,-0.1291667,-1.179167
1.35,-0.8875,-0.8666667
1.254167,-1.1625,-0.4
1.125,-1.329167,0.4458333
0.8375,-1.291667,1.0125
0.3916667,-1.225,1.308333
-0.5041667,-1.041667,1.55
-0.9833333,-0.7083333,1.491667
-1.2875,-0.175,1.3
-1.483333,0.6708333,1.008333
-1.308333,1.070833,0.5708333
-1.15,1.316667,-0.1375
-0.9375,1.329167,-0.9416667
-0.5708333,1.245833,-1.3
0.225,1.083333,-1.470833
0.9625,0.8291667,-1.466667
1.25,0.3833333,-1.333333
1.458333,-0.5083333,-1.125
1.3125,-1.0,-0.6708333
1.1875,-1.225,-0.125
1.0,-1.358333,0.7916667
0.6791667,-1.2625,1.166667
0.07083333,-1.120833,1.4
-0.7875,-0.8958333,1.55
-1.154167,-0.5541667,1.404167
-1.4125,0.1833333,1.170833
-1.370833,0.9166667,0.8291667
-1.2375,1.2,0.3541667
-1.075,1.345833,-0.5166667
-0.8125,1.266667,-1.1
-0.35,1.195833,-1.325
0.5625,1.029167,-1.508333
1.029167,0.7,-1.4375
1.295833,0.1583333,-1.270833
1.454167,-0.6875,-1.004167
1.3,-1.05,-0.5791667
1.1625,-1.304167,0.1125
0.95,-1.3375,0.8541667
0.6125,-1.266667,1.25
-0.1583333,-1.116667,1.491667
-0.8916667,-0.8541667,1.5125
-1.245833,-0.4166667,1.4
-1.458333,0.4333333,1.170833
-1.341667,0.9791667,0.725
-1.220833,1.220833,0.1583333
-1.05,1.366667,-0.7666667
-0.7041667,1.279167,-1.158333
-0.09583333,1.154167,-1.4
0.7708333,0.925,-1.525
1.141667,0.5708333,-1.408333
1.404167,-0.1625,-1.166667
1.383333,-0.8958333,-0.8333333
1.2375,-1.204167,-0.3666667
1.083333,-1.35,0.4958333
0.8,-1.254167,1.083333
0.35,-1.1875,1.333333
-0.5791667,-1.008333,1.525
-1.0625,-0.6708333,1.4375
-1.3,-0.1,1.266667
-1.454167,0.7708333,0.9916667
-1.3,1.0875,0.525
-1.116667,1.3,-0.1958333
-0.9,1.329167,-0.9416667
-0.5583333,1.245833,-1.2625
0.225,1.070833,-1.479167
0.9208333,0.8291667,-1.4625
1.254167,0.4125,-1.333333
1.458333,-0.4291667,-1.133333
1.3125,-0.975,-0.7125
1.208333,-1.220833,-0.1875
1.070833,-1.35,0.725
0.7458333,-1.283333,1.125
0.1541667,-1.1625,1.3875
-0.7166667,-0.9541667,1.5625
-1.091667,-0.5916667,1.4625
-1.391667,0.1166667,1.216667
-1.4125,0.825,0.8666667
-1.275,1.1625,0.4166667
-1.104167,1.358333,-0.4541667
-0.8333333,1.2875,-1.0625
-0.3875,1.2125,-1.354167
0.5333333,1.058333,-1.5125
1.075,0.725,-1.420833
1.304167,0.1416667,-1.254167
1.441667,-0.75,-1.004167
1.2875,-1.095833,-0.5375
1.125,-1.291667,0.1791667
0.9083333,-1.325,0.9416667
0.5333333,-1.2375,1.25
-0.2458333,-1.070833,1.4625
-0.9166667,-0.7791667,1.491667
-1.245833,-0.375,1.35
-1.479167,0.4833333,1.095833
-1.3,1.0125,0.6791667
-1.170833,1.254167,0.1291667
-1.025,1.345833,-0.7791667
-0.6791667,1.254167,-1.191667
-0.09583333,1.1375,-1.383333
0.7916667,0.9416667,-1.508333
1.125,0.5708333,-1.416667
1.391667,-0.1333333,-1.195833
1.395833,-0.8375,-0.8583333
1.258333,-1.145833,-0.4083333
1.104167,-1.354167,0.4291667
