IsLa[a],IsLb[A],IsLc[A]
-1.3375,-0.75,1.866667
-1.9375,0.05833333,1.65
-1.9125,0.7666667,1.175
-1.9125,1.679167,0.6083333
-1.441667,1.983333,-0.3875
-0.9708333,1.879167,-0.9833333
-0.4208333,1.7875,-1.875
0.3791667,1.254167,-1.9875
1.033333,0.8291667,-1.916667
1.895833,0.25,-1.833333
1.9875,-0.4958333,-1.3
1.979167,-1.35,-0.8166667
1.75,-2.054167,-0.02916667
1.1625,-2.0,0.6291667
0.7041667,-1.933333,1.554167
-0.008333333,-1.5125,1.970833
-0.5958333,-1.091667,2.016667
-1.558333,-0.5791667,2.0
-1.9125,0.1833333,1.541667
-1.991667,0.8458333,1.083333
-1.941667,1.758333,0.5208333
-1.345833,1.9,-0.35
-0.9166667,1.8875,-1.058333
-0.3958333,1.670833,-1.825
0.2541667,1.2125,-1.916667
1.125,0.8125,-1.879167
1.833333,0.1916667,-1.6625
1.908333,-0.4625,-1.216667
1.904167,-1.483333,-0.7833333
1.466667,-1.9375,0.09583333
1.029167,-1.879167,0.7583333
0.5958333,-1.725,1.775
-0.1833333,-1.25,1.95
-0.9041667,-0.9083333,1.879167
-1.866667,-0.3125,1.754167
-1.95,0.4541667,1.279167
-1.933333,1.3625,0.8458333
-1.629167,2.029167,-0.025
-1.1,1.954167,-0.7333333
-0.6333333,1.845833,-1.629167
0.1458333,1.383333,-2.008333
0.7208333,1.016667,-1.9875
1.658333,0.4916667,-1.891667
1.975,-0.3416667,-1.404167
2.0125,-0.9916667,-0.9875
1.929167,-1.9,-0.3916667
1.304167,-2.016667,0.4875
0.85,-1.983333,1.195833
0.2625,-1.725,1.975
-0.3708333,-1.2125,2.020833
-1.216667,-0.7458333,2.025
-1.916667,-0.0625,1.725
-1.9875,0.5291667,1.225
-2.0625,1.491667,0.7125
-1.529167,1.929167,-0.1208333
-1.0625,1.9375,-0.7
-0.6125,1.858333,-1.675
0.05416667,1.304167,-1.8875
0.7416667,0.9583333,-1.925
1.695833,0.4791667,-1.816667
1.879167,-0.2166667,-1.308333
1.954167,-1.120833,-0.9333333
1.6875,-1.891667,-0.2583333
1.158333,-1.933333,0.4833333
0.7583333,-1.879167,1.4375
0.07916667,-1.4,1.929167
-0.5666667,-1.045833,1.970833
-1.575,-0.575,1.9
-1.9375,0.2875,1.383333
-1.945833,0.9541667,1.029167
-1.908333,1.870833,0.3458333
-1.216667,1.9875,-0.55
-0.8041667,1.908333,-1.2375
