IsLa[a],IsLb[A],IsLc[A]
1.641667,-1.970833,-0.1041667
1.2125,-2.029167,0.6333333
0.7583333,-1.9625,1.641667
0.1458333,-1.420833,2.016667
-0.6083333,-1.1125,2.054167
-1.666667,-0.6458333,1.970833
-2.033333,0.02916667,1.470833
-2.041667,0.9541667,1.108333
-1.908333,1.983333,0.5083333
-1.366667,2.070833,-0.2333333
-0.9708333,1.941667,-1.333333
-0.4291667,1.625,-2.0
0.275,1.283333,-1.979167
1.458333,0.8791667,-1.966667
1.891667,0.2125,-1.6375
1.925,-0.5916667,-1.291667
2.054167,-1.779167,-0.7833333
1.566667,-1.9375,0.03333333
1.1625,-1.975,0.9291667
0.6666667,-1.916667,1.833333
-0.02083333,-1.441667,2.004167
-1.020833,-1.041667,2.079167
-1.875,-0.475,1.904167
-2.091667,0.2666667,1.441667
-2.15,1.441667,1.008333
-1.725,2.1,0.2541667
-1.275,2.1375,-0.5666667
-0.8625,2.004167,-1.795833
-0.1916667,1.483333,-2.1875
0.65,1.1375,-2.0875
1.895833,0.7083333,-1.908333
2.145833,-0.04166667,-1.445833
2.008333,-1.025,-1.1125
1.841667,-2.183333,-0.5416667
1.345833,-2.1375,0.2208333
1.029167,-1.970833,1.379167
0.4583333,-1.616667,2.1
-0.2291667,-1.266667,2.079167
-1.458333,-0.9416667,2.041667
-2.0,-0.2166667,1.6375
-2.070833,0.55,1.316667
-2.133333,1.775,0.8375
-1.541667,2.058333,-0.0375
-1.145833,2.066667,-0.85
-0.7041667,1.908333,-1.858333
0.02083333,1.375,-2.0875
0.8875,1.0125,-2.0875
1.854167,0.5208333,-1.795833
2.0875,-0.175,-1.391667
2.1,-1.2375,-0.9416667
1.629167,-2.075,-0.3458333
1.233333,-2.120833,0.3833333
0.8916667,-1.970833,1.583333
0.3166667,-1.475,2.158333
-0.4583333,-1.120833,2.116667
-1.741667,-0.7708333,1.979167
-2.145833,-0.04583333,1.516667
-2.083333,0.8916667,1.079167
-1.9,2.083333,0.5916667
-1.333333,2.195833,-0.2
-0.9375,2.041667,-1.3
-0.4666667,1.620833,-2.133333
0.275,1.195833,-2.208333
1.4125,0.8458333,-2.091667
2.075,0.2125,-1.5375
2.166667,-0.5833333,-1.191667
2.145833,-1.725,-0.7375
1.4125,-2.166667,0.0
1.05,-2.2,0.8041667
0.7041667,-1.895833,1.816667
0.05416667,-1.304167,2.241667
-0.8583333,-0.9791667,2.245833
-1.875,-0.5208333,1.825
-2.275,0.175,1.366667
-2.241667,1.229167,0.9125
-1.633333,2.120833,0.2541667
-1.208333,2.291667,-0.45
-0.7875,2.075,-1.5375
-0.2208333,1.425,-2.1625
0.5416667,1.070833,-2.170833
1.604167,0.6458333,-1.979167
2.066667,0.004166667,-1.441667
2.091667,-0.8541667,-0.9875
1.9,-1.858333,-0.4833333
1.325,-2.083333,0.1833333
0.8875,-2.0875,1.120833
0.4333333,-1.666667,1.858333
-0.1916667,-1.208333,2.133333
-1.225,-0.7791667,2.2
-1.9,-0.1625,1.666667
-2.208333,0.525,1.154167
-2.2375,1.616667,0.6583333
-1.45,2.091667,-0.1333333
-0.9666667,2.25,-0.8708333
-0.4791667,1.9625,-1.808333
0.1583333,1.254167,-2.204167
0.9791667,0.825,-2.258333
1.854167,0.25,-1.7875
2.229167,-0.3916667,-1.258333
2.2375,-1.320833,-0.7333333
1.595833,-2.0375,0.03333333
1.108333,-2.241667,0.5791667
0.6541667,-2.091667,1.5125
0.06666667,-1.3875,2.054167
-0.5583333,-1.029167,2.183333
-1.579167,-0.5666667,2.095833
-2.041667,0.0625,1.441667
-2.179167,0.9,1.045833
-2.054167,1.845833,0.4041667
-1.354167,2.1,-0.2625
-0.8875,2.183333,-1.220833
-0.2958333,1.758333,-1.879167
0.3041667,1.254167,-2.129167
1.308333,0.7458333,-2.216667
1.8375,0.04583333,-1.629167
2.091667,-0.6333333,-1.183333
2.208333,-1.575,-0.5666667
1.479167,-1.933333,0.2125
0.9791667,-2.120833,0.8875
0.4791667,-1.9625,1.666667
-0.1291667,-1.3125,2.016667
-0.9375,-0.8458333,2.1625
-1.733333,-0.275,1.879167
-2.1,0.3666667,1.304167
-2.191667,1.3375,0.7666667
-1.683333,1.95,-0.0625
-1.104167,2.1375,-0.675
-0.5916667,2.0625,-1.595833
0.1,1.408333,-2.0
0.7125,0.9708333,-2.116667
1.654167,0.4125,-2.0125
1.975,-0.3166667,-1.370833
2.058333,-1.070833,-0.9291667
1.954167,-1.8625,-0.1625
1.270833,-2.016667,0.5208333
0.7875,-2.05,1.354167
0.1291667,-1.708333,1.85
-0.45,-1.2,2.016667
-1.4,-0.7166667,2.1375
-1.7875,0.08333333,1.654167
-2.033333,0.7333333,1.2375
-2.220833,1.666667,0.5791667
-1.55,1.8875,-0.3166667
-1.0625,2.066667,-1.020833
-0.45,1.983333,-1.766667
0.275,1.391667,-1.970833
1.0625,0.9041667,-2.108333
1.779167,0.2041667,-1.858333
1.9625,-0.4625,-1.329167
2.066667,-1.345833,-0.7166667
1.645833,-1.85,0.075
1.158333,-1.983333,0.6333333
0.6333333,-1.975,1.508333
-0.025,-1.45,1.883333
-0.6166667,-1.0125,2.016667
-1.616667,-0.5125,2.029167
-1.941667,0.2291667,1.483333
-2.029167,1.0125,0.9458333
-1.975,1.9,0.275
-1.308333,2.020833,-0.4791667
-0.8083333,2.041667,-1.420833
-0.1291667,1.704167,-1.9625
0.5458333,1.175,-2.033333
1.566667,0.6541667,-2.0875
1.954167,-0.2125,-1.620833
1.991667,-0.9333333,-1.15
2.0625,-1.845833,-0.4291667
1.45,-1.9375,0.55
0.9791667,-1.954167,1.216667
0.3125,-1.870833,1.833333
-0.4416667,-1.3125,1.916667
-1.141667,-0.875,1.9875
-1.7625,-0.1083333,1.7875
-1.908333,0.5666667,1.320833
-2.004167,1.391667,0.7958333
-1.641667,1.8625,-0.1083333
-1.2125,1.916667,-0.7041667
-0.6916667,1.9,-1.633333
0.05,1.466667,-1.941667
0.7,1.083333,-1.9375
1.720833,0.5375,-1.9625
1.941667,-0.225,-1.433333
1.908333,-1.0625,-0.9583333
1.841667,-1.9375,-0.3
1.3125,-1.925,0.45
0.8333333,-1.891667,1.375
0.2083333,-1.65,1.870833
-0.4291667,-1.2,1.95
-1.4125,-0.7291667,2.029167
-1.825,0.06666667,1.658333
-1.991667,0.7791667,1.175
-2.083333,1.716667,0.5625
-1.504167,1.925,-0.4041667
-0.9875,2.016667,-1.108333
-0.3875,1.9125,-1.833333
0.4083333,1.3625,-1.995833
1.175,0.8541667,-2.075
1.870833,0.07916667,-1.875
2.054167,-0.6708333,-1.333333
2.058333,-1.545833,-0.6708333
1.604167,-2.025,0.2916667
1.120833,-1.991667,0.8541667
0.5666667,-1.904167,1.7375
-0.2041667,-1.395833,1.983333
-0.8,-1.020833,1.916667
-1.779167,-0.4791667,1.8625
-1.920833,0.3125,1.420833
-1.870833,1.154167,1.029167
-1.795833,1.966667,0.3208333
-1.320833,1.891667,-0.475
-0.9041667,1.808333,-1.454167
-0.2708333,1.55,-1.895833
0.45,1.2125,-1.895833
1.475,0.7875,-1.925
1.854167,-0.01666667,-1.579167
1.925,-0.7791667,-1.183333
1.966667,-1.729167,-0.575
1.420833,-1.9,0.3708333
0.9958333,-1.908333,1.0125
0.4375,-1.7625,1.775
-0.2375,-1.304167,1.9375
-0.9791667,-0.875,2.0
-1.791667,-0.2208333,1.8125
-1.991667,0.4125,1.354167
-2.070833,1.391667,0.7833333
-1.666667,1.9875,-0.04583333
