IsLa[a],IsLb[A],IsLc[A]
1.341667,-1.733333,0.2041667
0.9458333,-1.795833,0.8541667
0.4541667,-1.679167,1.629167
-0.0875,-1.241667,1.8125
-0.8375,-0.8833333,1.854167
-1.575,-0.3291667,1.645833
-1.758333,0.2,1.279167
-1.845833,1.183333,0.8333333
-1.504167,1.733333,0.075
-1.120833,1.833333,-0.5416667
-0.7083333,1.816667,-1.533333
-0.0875,1.3625,-1.841667
0.5708333,1.05,-1.875
1.495833,0.6125,-1.816667
1.716667,-0.06666667,-1.3625
1.804167,-0.9,-0.9875
1.720833,-1.629167,-0.3291667
1.229167,-1.7875,0.3708333
0.825,-1.804167,1.179167
0.2583333,-1.508333,1.691667
-0.25,-1.1375,1.833333
-1.083333,-0.75,1.870833
-1.579167,-0.1541667,1.5
-1.7625,0.3875,1.133333
-1.858333,1.379167,0.6666667
-1.35,1.733333,-0.05416667
-0.9833333,1.816667,-0.75
-0.5791667,1.716667,-1.6625
-0.01666667,1.283333,-1.858333
0.8458333,0.925,-1.883333
1.625,0.4416667,-1.658333
1.758333,-0.1916667,-1.2625
1.841667,-1.220833,-0.825
1.483333,-1.7125,-0.05416667
1.095833,-1.8,0.5916667
0.6791667,-1.783333,1.491667
0.04166667,-1.341667,1.754167
-0.5541667,-1.0,1.816667
-1.391667,-0.5458333,1.8125
-1.6625,0.08333333,1.379167
-1.820833,0.8,0.9791667
-1.745833,1.595833,0.3166667
-1.220833,1.820833,-0.3
-0.8125,1.8625,-1.158333
-0.275,1.533333,-1.7875
0.225,1.166667,-1.9125
1.2125,0.7666667,-1.9
1.7125,0.1541667,-1.479167
1.816667,-0.4791667,-1.129167
1.858333,-1.5,-0.6208333
1.3375,-1.770833,0.1625
0.9541667,-1.795833,0.8666667
0.5166667,-1.6875,1.658333
-0.06666667,-1.241667,1.8
-0.8458333,-0.8666667,1.85
-1.5125,-0.3583333,1.679167
-1.704167,0.2,1.2875
-1.8625,1.070833,0.8375
-1.55,1.620833,0.1
-1.116667,1.808333,-0.4375
-0.7208333,1.841667,-1.379167
-0.1375,1.391667,-1.783333
0.425,1.0375,-1.9
1.404167,0.625,-1.858333
1.741667,0.008333333,-1.379167
1.841667,-0.775,-0.9791667
1.716667,-1.666667,-0.3541667
1.229167,-1.833333,0.275
0.8166667,-1.808333,1.179167
0.2833333,-1.483333,1.754167
-0.2458333,-1.129167,1.829167
-1.183333,-0.7333333,1.85
-1.608333,-0.1083333,1.479167
-1.729167,0.5083333,1.15
-1.875,1.420833,0.6208333
-1.35,1.716667,-0.2041667
-0.9541667,1.816667,-0.8416667
-0.4625,1.758333,-1.608333
0.1125,1.258333,-1.85
0.8458333,0.8875,-1.929167
1.579167,0.3333333,-1.720833
1.808333,-0.2333333,-1.270833
1.9,-1.1375,-0.7958333
1.525,-1.7375,-0.025
1.091667,-1.841667,0.5
0.6625,-1.816667,1.441667
0.06666667,-1.35,1.791667
-0.4708333,-1.0,1.845833
-1.4,-0.5791667,1.8125
-1.65,0.02083333,1.3625
-1.758333,0.7833333,0.9916667
-1.720833,1.5625,0.4166667
-1.254167,1.725,-0.2625
-0.8541667,1.808333,-1.104167
-0.3458333,1.558333,-1.675
0.2125,1.191667,-1.8625
1.120833,0.7916667,-1.925
1.625,0.1583333,-1.533333
1.8125,-0.4583333,-1.15
1.904167,-1.391667,-0.6166667
1.345833,-1.745833,0.1583333
0.9416667,-1.845833,0.8041667
0.4583333,-1.7125,1.625
-0.0875,-1.245833,1.829167
-0.8125,-0.8625,1.858333
-1.5625,-0.3166667,1.666667
-1.733333,0.2166667,1.270833
-1.825,1.1625,0.8208333
-1.5,1.691667,0.05833333
-1.108333,1.7875,-0.5291667
-0.7,1.808333,-1.479167
-0.06666667,1.375,-1.783333
0.5583333,1.054167,-1.858333
1.45,0.6,-1.858333
1.691667,-0.09166667,-1.395833
1.825,-0.8541667,-0.9833333
1.779167,-1.608333,-0.3416667
1.25,-1.8,0.3625
0.8041667,-1.8375,1.158333
0.225,-1.570833,1.695833
-0.2666667,-1.1375,1.845833
-1.1,-0.725,1.891667
-1.6,-0.1,1.5125
-1.7625,0.4125,1.1375
-1.841667,1.366667,0.6375
-1.345833,1.6875,-0.0875
-0.9833333,1.770833,-0.75
-0.5708333,1.708333,-1.616667
-0.004166667,1.283333,-1.808333
0.825,0.9375,-1.858333
1.5875,0.4416667,-1.704167
1.75,-0.1625,-1.304167
1.875,-1.166667,-0.8583333
1.55,-1.695833,-0.0875
1.129167,-1.795833,0.5625
0.6833333,-1.816667,1.454167
0.025,-1.383333,1.741667
-0.5416667,-1.033333,1.820833
-1.391667,-0.5416667,1.825
-1.654167,0.1166667,1.3875
-1.779167,0.7791667,0.975
-1.729167,1.575,0.3208333
-1.225,1.779167,-0.2958333
-0.8333333,1.808333,-1.133333
-0.2833333,1.533333,-1.766667
0.2333333,1.166667,-1.866667
1.2125,0.7875,-1.883333
1.704167,0.1458333,-1.5
1.791667,-0.4833333,-1.158333
1.8625,-1.504167,-0.6625
1.354167,-1.758333,0.1625
0.9833333,-1.795833,0.8875
0.5125,-1.7125,1.675
-0.125,-1.2625,1.791667
-0.875,-0.8916667,1.8375
-1.529167,-0.3416667,1.7
-1.704167,0.2583333,1.304167
-1.833333,1.1,0.825
-1.529167,1.625,0.07083333
-1.125,1.770833,-0.4625
-0.7083333,1.7875,-1.35
-0.1583333,1.3875,-1.745833
0.4041667,1.070833,-1.858333
1.404167,0.6708333,-1.833333
1.733333,0.04583333,-1.391667
1.825,-0.75,-1.016667
1.725,-1.675,-0.4333333
1.245833,-1.8125,0.25
0.8583333,-1.804167,1.191667
0.3041667,-1.5125,1.758333
-0.2791667,-1.158333,1.816667
-1.204167,-0.7625,1.8375
-1.625,-0.075,1.491667
-1.7125,0.5333333,1.166667
-1.825,1.425,0.6208333
-1.329167,1.695833,-0.2041667
-0.9666667,1.758333,-0.8166667
-0.5,1.725,-1.616667
0.08333333,1.270833,-1.820833
0.8083333,0.9166667,-1.879167
1.595833,0.3875,-1.7
1.808333,-0.2,-1.279167
