IsLa[a],IsLb[A],IsLc[A]
2.316667,-2.0125,-0.5583333
1.741667,-2.466667,0.4791667
1.008333,-2.345833,1.308333
0.375,-2.158333,2.1875
-0.5458333,-1.458333,2.404167
-1.3125,-0.8708333,2.275
-2.125,-0.1833333,2.083333
-2.304167,0.75,1.358333
-2.2625,1.55,0.7833333
-1.9875,2.3,-0.04166667
-1.208333,2.320833,-0.8708333
-0.6541667,2.183333,-1.791667
0.075,1.7125,-2.316667
0.8541667,1.083333,-2.316667
1.841667,0.5666667,-2.204167
2.3125,-0.3333333,-1.583333
2.3,-1.2,-1.008333
2.216667,-2.204167,-0.3333333
1.433333,-2.4125,0.6916667
0.8333333,-2.2375,1.575
0.1375,-1.945833,2.3375
-0.7541667,-1.225,2.358333
-1.6875,-0.6791667,2.204167
-2.266667,0.1666667,1.775
-2.241667,1.079167,1.141667
-2.220833,2.008333,0.5083333
-1.6375,2.404167,-0.5041667
-0.9916667,2.275,-1.316667
-0.3875,2.120833,-2.1625
0.5125,1.441667,-2.366667
1.354167,0.8958333,-2.279167
2.154167,0.2375,-2.1125
2.333333,-0.8,-1.3625
2.333333,-1.708333,-0.8125
2.0625,-2.4,0.09583333
1.216667,-2.4125,1.066667
0.6333333,-2.266667,1.945833
-0.225,-1.754167,2.379167
-1.079167,-1.075,2.333333
-1.895833,-0.4583333,2.220833
-2.279167,0.5125,1.616667
-2.266667,1.3,0.9958333
-2.2,2.129167,0.2416667
-1.441667,2.3375,-0.7125
-0.8416667,2.220833,-1.454167
-0.1708333,1.983333,-2.2
0.6041667,1.3,-2.295833
1.495833,0.7625,-2.241667
2.183333,0.01666667,-1.904167
2.291667,-0.8458333,-1.216667
2.3,-1.8875,-0.625
1.758333,-2.391667,0.3541667
1.058333,-2.320833,1.166667
0.4583333,-2.166667,2.1625
-0.4625,-1.458333,2.370833
-1.3,-0.9,2.245833
-2.170833,-0.2166667,2.054167
-2.283333,0.7833333,1.333333
-2.2125,1.704167,0.7916667
-1.958333,2.370833,-0.1041667
-1.2,2.316667,-1.0375
-0.6333333,2.145833,-1.954167
0.1916667,1.6875,-2.3625
1.0375,1.083333,-2.275
1.945833,0.525,-2.166667
2.304167,-0.45,-1.583333
2.279167,-1.35,-1.029167
2.2375,-2.258333,-0.3333333
1.475,-2.425,0.7666667
0.85,-2.2875,1.625
0.175,-2.016667,2.358333
-0.8,-1.266667,2.370833
-1.666667,-0.7125,2.266667
-2.254167,0.1125,1.908333
-2.279167,1.070833,1.1875
-2.2625,1.9375,0.5666667
-1.733333,2.366667,-0.4333333
-1.020833,2.266667,-1.2125
-0.4333333,2.120833,-2.0625
0.3875,1.483333,-2.295833
1.141667,0.9208333,-2.233333
