IsLa[a],IsLb[A],IsLc[A]
1.108333,-1.825,0.6083333
0.6625,-1.820833,1.4875
0.02083333,-1.395833,1.770833
-0.525,-1.020833,1.845833
-1.366667,-0.525,1.829167
-1.6625,0.09583333,1.370833
-1.783333,0.7791667,0.9625
-1.691667,1.566667,0.3125
-1.233333,1.758333,-0.2625
-0.8458333,1.804167,-1.104167
-0.3416667,1.529167,-1.729167
0.1375,1.191667,-1.854167
1.145833,0.8208333,-1.858333
1.658333,0.2125,-1.495833
1.779167,-0.4541667,-1.158333
1.833333,-1.483333,-0.6541667
1.354167,-1.7625,0.1541667
0.9833333,-1.8,0.8958333
0.5208333,-1.7125,1.679167
-0.1083333,-1.266667,1.8
-0.8916667,-0.8958333,1.833333
-1.533333,-0.2916667,1.6625
-1.7,0.3,1.270833
-1.825,1.154167,0.7833333
-1.4875,1.679167,-0.02083333
-1.091667,1.795833,-0.5541667
-0.6708333,1.825,-1.475
-0.06666667,1.383333,-1.8125
0.4791667,1.054167,-1.866667
1.475,0.6125,-1.8125
1.754167,-0.04166667,-1.3625
1.825,-0.8583333,-0.975
1.7125,-1.716667,-0.3208333
1.233333,-1.8375,0.3458333
0.8333333,-1.820833,1.2625
0.2708333,-1.504167,1.8
-0.2916667,-1.154167,1.825
-1.2125,-0.7333333,1.8375
-1.6,-0.075,1.4875
-1.7125,0.5416667,1.145833
-1.8375,1.404167,0.5833333
-1.333333,1.679167,-0.175
-0.9708333,1.7875,-0.8
-0.5333333,1.704167,-1.5875
-0.01666667,1.2875,-1.804167
0.7333333,0.9333333,-1.866667
1.55,0.4333333,-1.675
1.7625,-0.125,-1.270833
1.858333,-1.1375,-0.8291667
1.525,-1.770833,-0.08333333
1.116667,-1.858333,0.5083333
0.725,-1.804167,1.5375
0.1,-1.366667,1.845833
-0.525,-1.033333,1.820833
-1.475,-0.5708333,1.758333
-1.666667,0.1125,1.358333
-1.733333,0.9125,0.975
-1.670833,1.65,0.3
-1.208333,1.733333,-0.3916667
-0.8291667,1.783333,-1.216667
-0.2708333,1.5375,-1.733333
0.2708333,1.166667,-1.858333
1.145833,0.7916667,-1.870833
1.666667,0.1291667,-1.4875
1.804167,-0.4875,-1.129167
1.8875,-1.475,-0.5791667
1.345833,-1.841667,0.1875
0.9666667,-1.858333,0.8541667
0.5,-1.708333,1.729167
-0.0625,-1.2625,1.875
-0.8625,-0.8916667,1.85
-1.620833,-0.3375,1.629167
-1.741667,0.2625,1.2625
-1.7875,1.208333,0.8
-1.475,1.7,0.03333333
-1.091667,1.745833,-0.55
-0.7083333,1.741667,-1.4625
-0.1416667,1.366667,-1.741667
0.45,1.070833,-1.808333
1.354167,0.6458333,-1.816667
1.6875,0.02083333,-1.3875
1.829167,-0.7708333,-1.0
1.758333,-1.625,-0.3791667
1.254167,-1.854167,0.2791667
0.8416667,-1.870833,1.158333
0.3,-1.541667,1.7875
-0.2333333,-1.154167,1.870833
-1.1625,-0.7541667,1.845833
-1.7,-0.07083333,1.479167
-1.7625,0.5083333,1.125
-1.795833,1.5,0.5833333
-1.3125,1.770833,-0.1958333
-0.9625,1.754167,-0.8875
-0.5041667,1.6375,-1.695833
0.0625,1.266667,-1.8125
0.8708333,0.9291667,-1.816667
1.579167,0.4,-1.65
1.758333,-0.2541667,-1.266667
1.879167,-1.2125,-0.8125
1.545833,-1.758333,-0.025
1.120833,-1.870833,0.575
0.6791667,-1.841667,1.491667
0.05833333,-1.383333,1.854167
-0.5208333,-1.020833,1.883333
-1.429167,-0.525,1.8125
-1.7375,0.1083333,1.3625
-1.804167,0.8291667,0.9458333
-1.670833,1.666667,0.2916667
-1.208333,1.7875,-0.2875
-0.8125,1.758333,-1.158333
-0.325,1.466667,-1.733333
0.1583333,1.1625,-1.825
1.116667,0.8166667,-1.816667
1.616667,0.25,-1.475
1.758333,-0.4208333,-1.15
1.854167,-1.4375,-0.675
1.379167,-1.7625,0.1
1.0,-1.841667,0.8333333
0.5458333,-1.733333,1.658333
-0.05416667,-1.295833,1.858333
-0.8333333,-0.9041667,1.875
-1.566667,-0.3166667,1.675
-1.7625,0.2958333,1.270833
-1.85,1.166667,0.7583333
-1.470833,1.725,-0.025
-1.070833,1.795833,-0.5541667
-0.6583333,1.758333,-1.470833
-0.06666667,1.329167,-1.791667
0.475,1.025,-1.829167
1.441667,0.6083333,-1.770833
1.725,-0.02083333,-1.35
1.804167,-0.85,-0.9791667
1.716667,-1.695833,-0.3541667
1.258333,-1.845833,0.3375
0.8458333,-1.866667,1.2375
0.3,-1.533333,1.779167
-0.2916667,-1.175,1.879167
-1.2,-0.7541667,1.883333
-1.6375,-0.05833333,1.5
-1.7875,0.5583333,1.133333
-1.870833,1.433333,0.5541667
-1.320833,1.75,-0.2083333
-0.9458333,1.804167,-0.8125
-0.4708333,1.666667,-1.608333
0.0125,1.25,-1.804167
0.7416667,0.9208333,-1.85
1.541667,0.4208333,-1.629167
1.741667,-0.1166667,-1.2625
1.845833,-1.108333,-0.8541667
1.508333,-1.729167,-0.1416667
1.1375,-1.845833,0.4708333
0.7416667,-1.833333,1.4875
0.1458333,-1.383333,1.808333
-0.5083333,-1.066667,1.858333
-1.441667,-0.5958333,1.808333
-1.670833,0.1,1.379167
-1.775,0.9,0.9666667
-1.7,1.629167,0.275
-1.2125,1.766667,-0.4041667
-0.7958333,1.791667,-1.191667
-0.2041667,1.508333,-1.708333
0.2833333,1.133333,-1.829167
1.129167,0.7541667,-1.8375
1.65,0.1125,-1.4625
1.804167,-0.4708333,-1.133333
1.8625,-1.458333,-0.6083333
1.358333,-1.816667,0.1458333
0.9916667,-1.8625,0.8458333
0.5333333,-1.720833,1.716667
-0.05,-1.291667,1.879167
-0.9041667,-0.9291667,1.883333
-1.616667,-0.35,1.6625
-1.75,0.2791667,1.279167
-1.8375,1.245833,0.8
-1.491667,1.716667,-0.0125
-1.1,1.766667,-0.6083333
-0.6625,1.783333,-1.454167
-0.075,1.35,-1.720833
0.4666667,1.0375,-1.8125
1.329167,0.6125,-1.8
1.658333,0.008333333,-1.379167
1.804167,-0.7291667,-0.9875
1.7375,-1.5875,-0.3958333
1.266667,-1.816667,0.2291667
0.8916667,-1.8625,1.125
0.3625,-1.554167,1.745833
-0.1833333,-1.1875,1.883333
-1.170833,-0.7958333,1.875
-1.666667,-0.1208333,1.491667
-1.766667,0.5041667,1.1375
-1.816667,1.520833,0.6125
-1.333333,1.7375,-0.2041667
-0.9583333,1.7375,-0.9125
-0.4791667,1.666667,-1.666667
0.1125,1.254167,-1.766667
0.875,0.9041667,-1.8125
1.533333,0.3708333,-1.658333
1.725,-0.275,-1.283333
1.870833,-1.1625,-0.8208333
1.545833,-1.716667,-0.02083333
1.116667,-1.870833,0.5416667
0.7,-1.858333,1.483333
0.09166667,-1.408333,1.833333
-0.5083333,-1.05,1.895833
-1.454167,-0.5708333,1.8375
-1.745833,0.07916667,1.3875
-1.816667,0.8708333,0.975
-1.6875,1.695833,0.3041667
-1.2125,1.808333,-0.3291667
-0.8291667,1.775,-1.216667
-0.3041667,1.483333,-1.720833
0.2291667,1.15,-1.783333
1.129167,0.8,-1.808333
1.570833,0.2125,-1.4875
1.716667,-0.4333333,-1.154167
1.858333,-1.383333,-0.6666667
1.383333,-1.720833,0.09583333
1.016667,-1.841667,0.7916667
0.5708333,-1.754167,1.620833
-0.008333333,-1.308333,1.8375
-0.7958333,-0.9375,1.9
-1.575,-0.3625,1.708333
-1.770833,0.2291667,1.2875
-1.8625,1.166667,0.8041667
-1.5,1.758333,-0.004166667
-1.079167,1.804167,-0.5583333
-0.6708333,1.7625,-1.516667
-0.06666667,1.329167,-1.783333
0.5291667,1.025,-1.795833
1.441667,0.6083333,-1.745833
1.658333,-0.04166667,-1.345833
1.758333,-0.8791667,-0.9916667
1.708333,-1.654167,-0.3666667
1.258333,-1.8125,0.3458333
0.875,-1.85,1.216667
0.3125,-1.570833,1.770833
-0.2791667,-1.2,1.8875
-1.175,-0.7708333,1.904167
-1.65,-0.07916667,1.525
-1.8125,0.5208333,1.133333
-1.879167,1.458333,0.55
-1.354167,1.791667,-0.1833333
-0.9458333,1.816667,-0.8416667
-0.4791667,1.666667,-1.6625
0.025,1.241667,-1.816667
0.8,0.8875,-1.820833
1.533333,0.425,-1.616667
1.7125,-0.1375,-1.25
1.8125,-1.1375,-0.8458333
1.491667,-1.679167,-0.1583333
1.125,-1.8,0.4625
0.7708333,-1.841667,1.454167
0.1916667,-1.404167,1.783333
-0.4958333,-1.079167,1.866667
-1.4125,-0.6333333,1.858333
-1.695833,0.0625,1.4125
-1.816667,0.8625,0.9875
-1.75,1.625,0.3
-1.2375,1.808333,-0.3791667
-0.8,1.825,-1.191667
-0.2166667,1.5125,-1.754167
0.2541667,1.145833,-1.8375
1.15,0.75,-1.820833
1.645833,0.1375,-1.445833
1.770833,-0.4583333,-1.116667
1.8375,-1.483333,-0.6208333
1.345833,-1.7875,0.1166667
0.9916667,-1.829167,0.8666667
0.55,-1.7125,1.7125
-0.03333333,-1.291667,1.8625
-0.9041667,-0.9375,1.883333
-1.625,-0.3791667,1.683333
-1.770833,0.2833333,1.291667
-1.870833,1.2375,0.7916667
-1.5125,1.733333,-0.01666667
-1.091667,1.833333,-0.6166667
-0.6458333,1.820833,-1.479167
-0.05416667,1.375,-1.770833
0.475,1.016667,-1.845833
1.345833,0.575,-1.791667
1.675,0.01666667,-1.35
1.783333,-0.725,-0.9625
1.7,-1.5875,-0.3875
1.233333,-1.8,0.175
0.8875,-1.825,1.120833
0.4041667,-1.55,1.7625
-0.1291667,-1.183333,1.8875
-1.1625,-0.8041667,1.883333
-1.658333,-0.2,1.508333
-1.779167,0.4791667,1.158333
-1.866667,1.5,0.6208333
-1.341667,1.758333,-0.2
-0.9375,1.804167,-0.9166667
-0.4666667,1.695833,-1.666667
0.1125,1.245833,-1.8125
0.8458333,0.8875,-1.8375
1.533333,0.3166667,-1.6375
