IsLa[a],IsLb[A],IsLc[A]
-2.5375,1.158333,0.95
-2.354167,2.2,0.3125
-1.404167,2.5625,-0.6375
-0.7958333,2.5125,-1.420833
-0.1625,2.054167,-2.320833
0.6,1.225,-2.55
1.454167,0.6666667,-2.4375
2.258333,-0.09166667,-1.8625
2.4625,-0.825,-1.154167
2.441667,-1.791667,-0.5708333
1.666667,-2.366667,0.3666667
1.008333,-2.420833,0.9916667
0.4583333,-2.304167,1.95
-0.3375,-1.416667,2.316667
-0.9875,-0.9333333,2.4125
-1.945833,-0.275,2.2375
-2.320833,0.5333333,1.395833
-2.4375,1.391667,0.8708333
-2.1625,2.225,-0.05
-1.266667,2.416667,-0.8083333
-0.6583333,2.420833,-1.733333
0.225,1.775,-2.2625
0.9041667,1.116667,-2.408333
1.8875,0.4125,-2.320833
2.283333,-0.5916667,-1.575
2.375,-1.304167,-0.975
2.304167,-2.241667,-0.1166667
1.391667,-2.35,0.8958333
0.7625,-2.35,1.6
-0.0375,-2.025,2.283333
-0.8166667,-1.229167,2.35
-1.6625,-0.6125,2.3375
-2.241667,0.2791667,1.883333
-2.366667,1.058333,1.170833
-2.395833,2.045833,0.4958333
-1.729167,2.3625,-0.5791667
-1.004167,2.4,-1.3
-0.3416667,2.283333,-2.2125
0.625,1.45,-2.345833
1.341667,0.8458333,-2.366667
2.1875,0.1416667,-2.154167
2.266667,-0.8708333,-1.345833
2.304167,-1.691667,-0.7625
2.033333,-2.304167,0.1625
1.2125,-2.266667,1.0375
0.6583333,-2.220833,1.8375
-0.25,-1.704167,2.2125
-0.9375,-1.108333,2.220833
-1.833333,-0.5458333,2.195833
-2.141667,0.4875,1.6125
-2.170833,1.220833,1.066667
-2.229167,2.183333,0.3416667
-1.4875,2.233333,-0.7583333
-0.925,2.166667,-1.529167
-0.1333333,2.016667,-2.308333
0.7958333,1.3125,-2.2375
1.666667,0.7416667,-2.195833
2.320833,-0.225,-1.879167
2.254167,-1.108333,-1.191667
2.208333,-2.125,-0.4875
1.654167,-2.416667,0.6583333
0.9875,-2.254167,1.404167
0.3,-2.1,2.3375
-0.7083333,-1.420833,2.375
-1.425,-0.825,2.2
-2.308333,-0.075,2.079167
-2.329167,0.9083333,1.370833
-2.220833,1.808333,0.7458333
-1.991667,2.516667,-0.2083333
-1.229167,2.391667,-1.116667
-0.6166667,2.220833,-2.095833
0.325,1.716667,-2.475
1.108333,1.108333,-2.383333
2.133333,0.4458333,-2.2375
2.4125,-0.6041667,-1.633333
2.333333,-1.4375,-1.008333
2.208333,-2.425,-0.2291667
1.416667,-2.370833,0.8708333
0.8458333,-2.208333,1.6625
0.1291667,-1.895833,2.391667
-0.7791667,-1.258333,2.308333
-1.620833,-0.7708333,2.1375
-2.270833,0.04583333,1.804167
-2.216667,0.9375,1.241667
-2.125,1.979167,0.6791667
-1.633333,2.3875,-0.3666667
-1.1,2.2125,-1.1625
-0.5583333,1.9875,-2.225
0.4333333,1.4125,-2.35
1.229167,0.9541667,-2.183333
2.258333,0.2916667,-1.979167
2.345833,-0.7541667,-1.366667
2.2125,-1.691667,-0.825
1.870833,-2.5125,0.1541667
1.2,-2.3625,1.091667
0.6041667,-2.166667,2.0
-0.3458333,-1.620833,2.475
-1.104167,-1.05,2.329167
-2.058333,-0.3833333,2.15
-2.395833,0.6416667,1.591667
-2.329167,1.375,1.004167
-2.216667,2.429167,0.1791667
-1.45,2.441667,-0.8333333
-0.825,2.325,-1.633333
-0.07083333,2.029167,-2.475
0.7833333,1.3375,-2.4625
1.708333,0.7208333,-2.35
2.425,-0.1583333,-1.933333
2.429167,-1.025,-1.266667
2.375,-2.108333,-0.5916667
1.733333,-2.4875,0.4791667
1.091667,-2.395833,1.254167
0.4791667,-2.183333,2.220833
-0.4791667,-1.45,2.366667
-1.225,-0.9541667,2.275
-2.125,-0.3333333,2.079167
-2.2875,0.6583333,1.4
-2.229167,1.5125,0.9
-1.979167,2.329167,0.1208333
-1.258333,2.325,-0.8375
-0.7875,2.204167,-1.754167
-0.01666667,1.670833,-2.320833
