IsLa[a],IsLb[A],IsLc[A]
0.6416667,-2.075,1.758333
-0.1041667,-1.554167,2.133333
-0.8666667,-1.025,2.170833
-1.829167,-0.5,2.1
-2.091667,0.4041667,1.4625
-2.1,1.266667,0.9583333
-2.0,2.091667,0.2125
-1.270833,2.133333,-0.8041667
-0.7458333,2.05,-1.625
-0.008333333,1.75,-2.133333
0.8041667,1.145833,-2.108333
1.620833,0.6333333,-2.083333
2.016667,-0.2125,-1.65
2.070833,-0.975,-1.1
2.116667,-1.825,-0.4666667
1.491667,-2.120833,0.5166667
0.9458333,-2.1375,1.195833
0.3375,-2.029167,2.029167
-0.4875,-1.35,2.183333
-1.254167,-0.8458333,2.183333
-2.029167,-0.1458333,1.995833
-2.15,0.6875,1.304167
-2.175,1.570833,0.7458333
-1.7875,2.183333,-0.1875
-1.108333,2.1625,-0.9458333
-0.5541667,2.0625,-1.870833
0.25,1.516667,-2.179167
0.925,0.9958333,-2.1125
1.833333,0.475,-2.020833
2.033333,-0.3791667,-1.408333
2.033333,-1.175,-0.9583333
1.975,-2.0,-0.3
1.295833,-2.070833,0.6208333
0.8166667,-2.0375,1.483333
0.2208333,-1.7875,2.0875
-0.6208333,-1.2125,2.133333
-1.566667,-0.7208333,2.133333
-2.054167,0.075,1.725
-2.079167,0.9375,1.158333
-2.125,1.8875,0.5458333
-1.491667,2.145833,-0.5083333
-0.9291667,2.075,-1.275
-0.3083333,1.95,-2.0625
0.5625,1.291667,-2.166667
1.308333,0.8166667,-2.079167
1.9875,0.1208333,-1.866667
2.0625,-0.7166667,-1.229167
2.083333,-1.558333,-0.7125
1.75,-2.1625,0.1833333
1.1,-2.145833,0.925
0.5875,-2.0625,1.829167
-0.2041667,-1.516667,2.229167
-0.9291667,-1.016667,2.179167
-1.895833,-0.4583333,2.104167
-2.170833,0.4333333,1.4625
-2.154167,1.254167,0.975
-2.020833,2.158333,0.1916667
-1.283333,2.216667,-0.725
-0.7583333,2.070833,-1.608333
-0.05,1.745833,-2.204167
0.7,1.15,-2.166667
1.620833,0.6625,-2.05
2.070833,-0.1041667,-1.6125
2.054167,-0.8791667,-1.1125
2.033333,-1.825,-0.5333333
1.475,-2.116667,0.3958333
0.9666667,-2.045833,1.129167
0.45,-1.966667,1.9625
-0.3541667,-1.345833,2.1375
-1.158333,-0.8875,2.129167
-1.9625,-0.2666667,1.970833
-2.116667,0.6125,1.316667
-2.1625,1.529167,0.7833333
-1.808333,2.175,-0.125
-1.095833,2.1875,-0.9375
-0.5625,2.075,-1.8375
0.275,1.495833,-2.220833
0.9833333,0.9625,-2.154167
1.8625,0.4125,-2.029167
2.129167,-0.4791667,-1.379167
2.095833,-1.2125,-0.9041667
1.941667,-2.0875,-0.1333333
1.220833,-2.175,0.6875
0.7541667,-2.066667,1.525
0.08333333,-1.725,2.166667
-0.65,-1.1625,2.2125
-1.595833,-0.6625,2.141667
-2.154167,0.1208333,1.666667
-2.170833,0.9166667,1.141667
-2.154167,1.925,0.525
-1.483333,2.245833,-0.4833333
-0.9416667,2.1375,-1.258333
-0.3583333,1.970833,-2.120833
0.5041667,1.3,-2.220833
1.291667,0.8416667,-2.133333
1.995833,0.2041667,-1.8875
2.079167,-0.6791667,-1.241667
2.104167,-1.525,-0.7375
1.75,-2.0875,0.1125
1.1125,-2.1,0.8666667
0.6125,-2.045833,1.708333
-0.1125,-1.55,2.104167
-0.8125,-1.029167,2.133333
-1.725,-0.5041667,2.116667
-2.095833,0.3375,1.491667
-2.1625,1.104167,0.9666667
-2.045833,2.033333,0.25
-1.3,2.204167,-0.6625
-0.75,2.108333,-1.491667
-0.04583333,1.75,-2.166667
0.6791667,1.145833,-2.204167
1.5875,0.6333333,-2.1125
2.104167,-0.175,-1.6
2.1,-0.9208333,-1.083333
2.058333,-1.8875,-0.4541667
1.420833,-2.166667,0.4916667
0.9291667,-2.083333,1.220833
0.3541667,-1.9375,2.05
-0.475,-1.3,2.170833
-1.283333,-0.8541667,2.129167
-2.016667,-0.2,1.9375
-2.133333,0.6958333,1.304167
-2.170833,1.620833,0.7875
-1.808333,2.183333,-0.1458333
-1.125,2.191667,-0.9958333
-0.575,2.120833,-1.891667
0.2666667,1.545833,-2.204167
1.008333,1.016667,-2.175
1.833333,0.4416667,-2.091667
2.083333,-0.4666667,-1.429167
2.1,-1.204167,-0.9333333
2.008333,-1.983333,-0.1791667
1.279167,-2.116667,0.6666667
0.7875,-2.070833,1.4125
0.1375,-1.770833,2.05
-0.5458333,-1.1875,2.129167
-1.4375,-0.7208333,2.1375
-2.025,0.02916667,1.7
-2.129167,0.775,1.170833
-2.154167,1.8,0.5916667
-1.525,2.1625,-0.3791667
-0.9666667,2.129167,-1.141667
-0.4041667,1.991667,-2.075
0.4333333,1.329167,-2.2
1.283333,0.8625,-2.125
2.041667,0.1958333,-1.875
2.083333,-0.7,-1.2375
2.058333,-1.641667,-0.7166667
1.691667,-2.166667,0.1708333
1.075,-2.104167,0.9875
0.575,-1.995833,1.866667
-0.225,-1.483333,2.141667
-0.9916667,-1.020833,2.091667
-1.829167,-0.475,2.066667
-2.083333,0.4666667,1.458333
-2.141667,1.254167,0.9833333
-2.05,2.075,0.225
-1.308333,2.191667,-0.7458333
-0.7875,2.141667,-1.5625
-0.05833333,1.825,-2.175
0.725,1.166667,-2.220833
1.579167,0.6791667,-2.15
2.095833,-0.1375,-1.695833
2.129167,-0.8916667,-1.120833
2.125,-1.8375,-0.4916667
1.4875,-2.166667,0.425
0.9458333,-2.091667,1.120833
0.4083333,-1.954167,1.975
-0.3291667,-1.320833,2.129167
-1.116667,-0.8708333,2.095833
-1.929167,-0.3,1.920833
-2.079167,0.5,1.308333
-2.125,1.483333,0.8125
-1.770833,2.125,-0.004166667
-1.1375,2.141667,-0.8375
-0.6416667,2.070833,-1.8375
0.1375,1.529167,-2.204167
0.9458333,1.025,-2.133333
1.875,0.4875,-2.033333
2.083333,-0.4333333,-1.416667
2.079167,-1.295833,-0.9375
1.945833,-2.075,-0.2
1.229167,-2.133333,0.7708333
0.7416667,-2.045833,1.570833
0.05416667,-1.75,2.108333
-0.725,-1.141667,2.1375
-1.541667,-0.6583333,2.1125
-2.0625,0.1583333,1.7
-2.1375,0.9125,1.141667
-2.170833,1.833333,0.5041667
-1.529167,2.204167,-0.4541667
-0.9375,2.183333,-1.166667
-0.3541667,2.029167,-2.066667
0.4375,1.35,-2.266667
1.220833,0.8416667,-2.195833
