IsLa[a],IsLb[A],IsLc[A]
-1.116667,-0.75,1.654167
-1.458333,-0.2666667,1.395833
-1.620833,0.5708333,1.041667
-1.495833,1.358333,0.5208333
-1.191667,1.504167,-0.04166667
-0.8916667,1.575,-1.008333
-0.425,1.320833,-1.470833
0.07083333,1.116667,-1.583333
1.020833,0.825,-1.6625
1.383333,0.2916667,-1.3875
1.5375,-0.3291667,-1.108333
1.616667,-1.170833,-0.6791667
1.2375,-1.429167,-0.09166667
0.9708333,-1.541667,0.5583333
0.6333333,-1.429167,1.295833
0.25,-1.204167,1.554167
-0.55,-0.95,1.675
-1.283333,-0.5708333,1.529167
-1.529167,-0.1,1.291667
-1.6875,0.8875,0.975
-1.370833,1.366667,0.3916667
-1.129167,1.495833,-0.1875
-0.8583333,1.566667,-1.1625
-0.4291667,1.3,-1.45
0.2208333,1.070833,-1.595833
1.1,0.7625,-1.6375
1.391667,0.2958333,-1.3625
1.604167,-0.5,-1.041667
1.483333,-1.220833,-0.5541667
1.2,-1.445833,-0.06666667
0.9416667,-1.545833,0.8041667
0.55,-1.320833,1.35
0.1041667,-1.158333,1.5625
-0.8625,-0.8875,1.683333
-1.358333,-0.4041667,1.45
-1.55,0.2083333,1.1875
-1.641667,1.191667,0.7625
-1.3,1.441667,0.1458333
-1.0125,1.55,-0.6625
-0.6166667,1.454167,-1.3875
-0.1208333,1.216667,-1.579167
0.7166667,0.9208333,-1.670833
1.316667,0.4541667,-1.491667
1.529167,-0.0625,-1.233333
1.666667,-0.9416667,-0.8375
1.320833,-1.375,-0.225
1.058333,-1.520833,0.275
0.7625,-1.525,1.166667
0.3583333,-1.2375,1.479167
-0.2291667,-1.020833,1.604167
-1.145833,-0.7291667,1.625
-1.429167,-0.2791667,1.379167
-1.620833,0.55,1.070833
-1.520833,1.283333,0.5833333
-1.229167,1.466667,0.05
-0.95,1.604167,-0.8875
-0.5583333,1.3625,-1.370833
-0.06666667,1.1625,-1.579167
0.8541667,0.8791667,-1.7
1.308333,0.4333333,-1.425
1.533333,-0.1666667,-1.158333
1.633333,-1.066667,-0.7875
1.266667,-1.383333,-0.2333333
1.016667,-1.5125,0.4666667
0.7208333,-1.4375,1.258333
0.3,-1.229167,1.508333
-0.5416667,-0.975,1.65
-1.241667,-0.5791667,1.545833
-1.483333,-0.06666667,1.320833
-1.6875,0.9208333,0.9416667
-1.379167,1.366667,0.3166667
-1.1125,1.520833,-0.3208333
-0.7791667,1.579167,-1.241667
-0.2625,1.275,-1.504167
0.3791667,1.016667,-1.645833
1.1875,0.6458333,-1.629167
1.483333,0.1291667,-1.325
1.6375,-0.6375,-0.9666667
1.441667,-1.341667,-0.4125
1.145833,-1.4875,0.06666667
0.8791667,-1.541667,0.9208333
0.4666667,-1.316667,1.4
0.02916667,-1.125,1.558333
-0.9166667,-0.8541667,1.675
-1.3375,-0.3958333,1.433333
-1.545833,0.2125,1.166667
-1.6625,1.1375,0.7833333
-1.3125,1.4125,0.1958333
-1.029167,1.558333,-0.5458333
-0.7041667,1.495833,-1.279167
