IsLa[a],IsLb[A],IsLc[A]
1.625,0.6583333,-2.075
2.116667,-0.1375,-1.608333
2.116667,-0.925,-1.120833
2.120833,-1.933333,-0.525
1.475,-2.208333,0.4541667
0.9666667,-2.120833,1.2625
0.3833333,-1.970833,2.120833
-0.4875,-1.329167,2.2125
-1.35,-0.8458333,2.133333
-2.054167,-0.1666667,1.9125
-2.1,0.7375,1.2875
-2.108333,1.620833,0.725
-1.741667,2.116667,-0.1958333
-1.1,2.091667,-0.95
-0.5583333,2.020833,-1.7875
0.2,1.4875,-2.095833
0.8541667,1.0125,-2.095833
1.733333,0.4875,-2.041667
2.0625,-0.3083333,-1.441667
2.120833,-1.079167,-0.9416667
2.016667,-1.995833,-0.2791667
1.291667,-2.166667,0.55
0.8,-2.1125,1.45
0.1208333,-1.758333,2.133333
-0.5916667,-1.1625,2.195833
-1.595833,-0.6458333,2.133333
-2.104167,0.175,1.629167
-2.120833,0.925,1.1125
-2.079167,1.916667,0.4541667
-1.416667,2.166667,-0.5125
-0.8958333,2.041667,-1.279167
-0.2958333,1.879167,-2.1
0.5208333,1.254167,-2.1625
1.3375,0.8125,-2.066667
2.029167,0.1666667,-1.833333
2.083333,-0.6916667,-1.2375
2.1125,-1.625,-0.75
1.75,-2.170833,0.1416667
1.1125,-2.183333,0.9416667
0.5875,-2.1,1.8875
-0.2458333,-1.529167,2.208333
-0.9875,-0.9916667,2.204167
-1.8625,-0.3958333,2.125
-2.116667,0.4791667,1.441667
-2.141667,1.254167,0.9333333
-2.0125,2.05,0.1166667
-1.254167,2.166667,-0.7083333
-0.7166667,2.104167,-1.491667
-0.025,1.716667,-2.091667
0.5958333,1.129167,-2.1375
1.4875,0.65,-2.0875
2.016667,-0.06666667,-1.608333
2.091667,-0.75,-1.095833
2.1125,-1.795833,-0.5291667
1.466667,-2.145833,0.3333333
0.9375,-2.120833,1.095833
0.4333333,-1.979167,2.041667
-0.3583333,-1.316667,2.195833
-1.254167,-0.8333333,2.145833
-2.033333,-0.1833333,1.904167
-2.1125,0.675,1.266667
-2.104167,1.654167,0.7125
-1.7125,2.166667,-0.2333333
-1.054167,2.1,-1.025
-0.4875,2.016667,-1.904167
0.3375,1.45,-2.154167
1.025,0.9541667,-2.104167
1.833333,0.3833333,-2.033333
2.058333,-0.5166667,-1.379167
2.116667,-1.25,-0.9041667
2.033333,-2.029167,-0.125
1.258333,-2.183333,0.7291667
0.7416667,-2.154167,1.525
0.004166667,-1.8125,2.15
-0.6958333,-1.145833,2.225
-1.5875,-0.6,2.1875
-2.116667,0.2458333,1.683333
-2.179167,0.9333333,1.1
-2.175,1.879167,0.4125
-1.466667,2.1875,-0.5333333
-0.8916667,2.120833,-1.216667
-0.2541667,1.954167,-2.05
0.475,1.279167,-2.158333
1.2375,0.8,-2.0875
1.9625,0.1708333,-1.85
2.0375,-0.5791667,-1.2375
2.083333,-1.525,-0.7458333
1.725,-2.070833,0.09583333
1.116667,-2.1125,0.8583333
0.625,-2.075,1.804167
-0.1541667,-1.529167,2.125
-0.9375,-1.0125,2.141667
-1.845833,-0.45,2.1125
-2.066667,0.4958333,1.445833
-2.1125,1.304167,0.9416667
-2.0,2.054167,0.1166667
-1.254167,2.125,-0.8291667
-0.7041667,2.070833,-1.616667
0.09166667,1.716667,-2.091667
0.8083333,1.104167,-2.1375
1.604167,0.575,-2.0875
2.025,-0.2875,-1.6
2.0875,-0.9625,-1.066667
2.1,-1.8625,-0.4041667
1.458333,-2.1625,0.5083333
0.9166667,-2.120833,1.195833
0.3041667,-1.970833,2.083333
-0.4791667,-1.3125,2.220833
-1.304167,-0.8041667,2.175
-2.079167,-0.09166667,1.920833
-2.1625,0.7125,1.279167
-2.1625,1.6875,0.7041667
-1.704167,2.216667,-0.25
-1.079167,2.1375,-1.004167
-0.5125,2.025,-1.958333
0.2958333,1.4375,-2.166667
1.020833,0.975,-2.083333
1.870833,0.4291667,-1.983333
1.995833,-0.4416667,-1.366667
2.033333,-1.2375,-0.9208333
1.9625,-1.983333,-0.2375
1.275,-2.05,0.675
0.8041667,-2.05,1.508333
0.1208333,-1.783333,2.05
-0.6583333,-1.191667,2.133333
-1.566667,-0.675,2.141667
-2.041667,0.1666667,1.695833
-2.125,0.95,1.133333
-2.145833,1.891667,0.4708333
-1.454167,2.175,-0.5291667
-0.9,2.091667,-1.2625
-0.2333333,1.929167,-2.083333
0.5583333,1.258333,-2.175
1.3375,0.7666667,-2.083333
2.0625,0.0625,-1.795833
2.108333,-0.7083333,-1.208333
2.075,-1.6375,-0.6708333
1.641667,-2.195833,0.225
1.0875,-2.120833,0.9291667
0.5583333,-2.0125,1.925
-0.2541667,-1.445833,2.2125
-1.0125,-0.9916667,2.141667
-1.9625,-0.425,2.054167
-2.15,0.5041667,1.420833
-2.108333,1.366667,0.9416667
-1.966667,2.166667,0.1541667
-1.258333,2.166667,-0.8083333
-0.725,2.045833,-1.7
0.01666667,1.679167,-2.175
0.8,1.120833,-2.133333
1.658333,0.6291667,-2.05
2.045833,-0.2041667,-1.579167
2.070833,-0.9541667,-1.075
2.066667,-1.833333,-0.4666667
1.425,-2.104167,0.4333333
0.9291667,-2.066667,1.1375
0.3875,-1.9375,1.979167
-0.3666667,-1.308333,2.158333
-1.204167,-0.8291667,2.141667
-2.008333,-0.1708333,1.904167
-2.158333,0.6041667,1.2875
-2.170833,1.595833,0.7333333
-1.695833,2.2,-0.1875
-1.066667,2.175,-0.9333333
-0.525,2.020833,-1.9375
0.3125,1.416667,-2.220833
1.025,0.9375,-2.1125
1.95,0.3708333,-1.9375
2.1125,-0.5083333,-1.325
2.054167,-1.341667,-0.8708333
1.8625,-2.129167,-0.1125
1.2,-2.1375,0.7458333
0.7291667,-2.016667,1.633333
0.04583333,-1.65,2.166667
-0.7333333,-1.133333,2.158333
-1.683333,-0.6333333,2.120833
-2.1125,0.2291667,1.629167
-2.166667,1.020833,1.1125
-2.158333,1.9625,0.4583333
-1.441667,2.216667,-0.575
-0.9,2.1375,-1.308333
-0.25,1.958333,-2.104167
0.5666667,1.279167,-2.2125
1.341667,0.7875,-2.133333
2.025,0.0625,-1.845833
2.116667,-0.7083333,-1.2125
2.108333,-1.55,-0.6666667
1.666667,-2.120833,0.2125
1.079167,-2.108333,0.85
0.5708333,-2.008333,1.766667
-0.1583333,-1.45,2.1375
-0.8458333,-0.9791667,2.120833
-1.841667,-0.4708333,2.041667
-2.116667,0.375,1.433333
-2.141667,1.220833,0.9416667
-1.966667,2.079167,0.2041667
-1.266667,2.175,-0.6875
-0.725,2.075,-1.629167
0.0,1.666667,-2.1875
0.7583333,1.104167,-2.179167
1.7,0.5875,-2.0625
2.091667,-0.2583333,-1.525
2.058333,-1.0375,-1.041667
2.033333,-1.9375,-0.3916667
1.366667,-2.129167,0.6
0.8791667,-2.058333,1.308333
0.2875,-1.891667,2.05
-0.5541667,-1.266667,2.158333
-1.3375,-0.8,2.15
-2.016667,-0.05416667,1.891667
-2.154167,0.7625,1.266667
-2.191667,1.641667,0.6916667
-1.725,2.1875,-0.2916667
-1.0875,2.191667,-1.0125
-0.4791667,2.083333,-1.925
0.3416667,1.470833,-2.220833
1.029167,0.9541667,-2.175
1.9,0.35,-2.0375
2.120833,-0.4875,-1.370833
2.1,-1.279167,-0.8791667
1.904167,-2.0625,-0.1041667
1.233333,-2.120833,0.6666667
0.7333333,-2.041667,1.533333
0.09583333,-1.6625,2.075
-0.5833333,-1.1375,2.125
-1.575,-0.675,2.091667
-2.016667,0.08333333,1.616667
-2.1125,0.9041667,1.141667
-2.133333,1.8875,0.5375
-1.458333,2.129167,-0.475
-0.9458333,2.091667,-1.275
-0.3291667,1.929167,-2.0875
0.55,1.283333,-2.179167
1.395833,0.8,-2.1
2.033333,0.07916667,-1.820833
2.070833,-0.8166667,-1.208333
2.075,-1.675,-0.65
1.645833,-2.120833,0.325
1.041667,-2.091667,1.029167
0.4916667,-2.016667,1.875
-0.3291667,-1.441667,2.133333
-1.016667,-0.9625,2.120833
-1.854167,-0.3583333,2.045833
-2.125,0.5041667,1.408333
-2.166667,1.3,0.9208333
-1.9875,2.129167,0.1041667
-1.270833,2.208333,-0.7375
-0.7208333,2.129167,-1.666667
0.0125,1.7125,-2.225
0.7333333,1.125,-2.204167
1.708333,0.6166667,-2.120833
2.141667,-0.2166667,-1.554167
2.120833,-0.9833333,-1.058333
2.058333,-1.954167,-0.4375
1.391667,-2.133333,0.5041667
0.9125,-2.033333,1.2625
0.3583333,-1.879167,2.029167
-0.4291667,-1.283333,2.104167
-1.266667,-0.8291667,2.075
-1.941667,-0.2083333,1.866667
-2.066667,0.6416667,1.291667
-2.129167,1.575,0.75
-1.733333,2.1,-0.1416667
-1.108333,2.141667,-0.9375
-0.5708333,2.079167,-1.875
0.2625,1.491667,-2.170833
1.020833,0.9708333,-2.141667
1.8875,0.375,-2.029167
2.116667,-0.5041667,-1.3625
2.104167,-1.3125,-0.85
1.9,-2.095833,-0.03333333
1.1875,-2.166667,0.7666667
0.6708333,-2.033333,1.604167
-0.05416667,-1.633333,2.133333
-0.7083333,-1.083333,2.15
-1.65,-0.575,2.104167
-2.104167,0.2375,1.570833
-2.145833,0.9708333,1.095833
-2.108333,1.979167,0.4541667
-1.429167,2.225,-0.5083333
-0.9125,2.129167,-1.3375
-0.3041667,1.929167,-2.1625
0.5291667,1.279167,-2.241667
1.441667,0.8,-2.141667
2.104167,0.1125,-1.808333
