IsLa[a],IsLb[A],IsLc[A]
-1.304167,2.0625,-0.6625
-0.8,2.054167,-1.491667
-0.1583333,1.775,-2.066667
0.6541667,1.208333,-2.1375
1.579167,0.7083333,-2.120833
2.058333,-0.1166667,-1.683333
2.116667,-0.9416667,-1.141667
2.15,-1.866667,-0.5083333
1.479167,-2.166667,0.5125
0.9291667,-2.1,1.229167
0.2958333,-1.941667,2.045833
-0.5333333,-1.270833,2.175
-1.275,-0.7791667,2.091667
-2.033333,-0.05,1.866667
-2.108333,0.7041667,1.254167
-2.1,1.583333,0.7125
-1.7125,2.183333,-0.2041667
-1.1,2.145833,-0.9125
-0.5708333,2.045833,-1.8875
0.2458333,1.483333,-2.225
0.9625,1.020833,-2.158333
1.945833,0.4583333,-2.045833
2.1625,-0.4583333,-1.408333
2.125,-1.308333,-0.9583333
1.9875,-2.1625,-0.2083333
1.275,-2.183333,0.7458333
0.775,-2.045833,1.616667
0.06666667,-1.708333,2.175
-0.7291667,-1.15,2.133333
-1.6375,-0.6375,2.066667
-2.0625,0.175,1.616667
-2.054167,0.925,1.125
-2.070833,1.8125,0.5291667
-1.466667,2.091667,-0.425
-0.9666667,2.070833,-1.1125
-0.4125,1.966667,-1.970833
0.3666667,1.3375,-2.1625
1.1625,0.8708333,-2.141667
1.9875,0.2375,-1.920833
2.158333,-0.5875,-1.2875
2.166667,-1.5125,-0.7625
1.754167,-2.204167,0.125
1.116667,-2.195833,0.875
0.575,-2.041667,1.841667
-0.2583333,-1.458333,2.2125
-0.9416667,-0.9666667,2.141667
-1.9,-0.3875,1.995833
-2.1375,0.4958333,1.379167
-2.079167,1.254167,0.925
-1.9125,2.116667,0.15
-1.2375,2.166667,-0.7125
-0.7541667,2.041667,-1.566667
-0.06666667,1.6875,-2.179167
0.6791667,1.1625,-2.183333
1.645833,0.6708333,-2.1125
2.145833,-0.1375,-1.625
2.170833,-0.9416667,-1.125
2.141667,-1.929167,-0.525
1.479167,-2.229167,0.4791667
0.9458333,-2.145833,1.2375
0.35,-1.9625,2.070833
-0.5041667,-1.304167,2.2
-1.2625,-0.8208333,2.129167
-2.0,-0.1375,1.908333
-2.108333,0.6916667,1.279167
-2.120833,1.495833,0.7375
-1.758333,2.108333,-0.15
-1.116667,2.133333,-0.8375
-0.5916667,2.029167,-1.716667
0.1458333,1.508333,-2.116667
0.7875,1.029167,-2.1375
1.770833,0.5083333,-2.045833
2.125,-0.3291667,-1.441667
2.1625,-1.120833,-0.9625
2.004167,-2.0625,-0.2708333
1.291667,-2.2,0.6083333
0.7666667,-2.108333,1.508333
0.0875,-1.7125,2.15
-0.6583333,-1.133333,2.179167
-1.6125,-0.6208333,2.095833
-2.108333,0.225,1.6
-2.1,0.9625,1.1
-2.079167,1.891667,0.4708333
-1.425,2.141667,-0.5333333
-0.9333333,2.070833,-1.25
-0.3416667,1.929167,-2.041667
0.5041667,1.295833,-2.154167
1.295833,0.8541667,-2.133333
2.0125,0.1791667,-1.904167
2.1375,-0.7041667,-1.2875
2.191667,-1.595833,-0.75
1.795833,-2.183333,0.1708333
1.133333,-2.204167,0.9416667
0.575,-2.108333,1.8375
-0.2625,-1.529167,2.195833
-0.9666667,-1.004167,2.179167
-1.825,-0.3916667,2.0875
-2.095833,0.475,1.45
-2.125,1.183333,0.9458333
-1.991667,2.004167,0.1791667
-1.2875,2.129167,-0.6208333
-0.7875,2.054167,-1.4375
-0.1291667,1.733333,-2.058333
0.5333333,1.179167,-2.133333
1.483333,0.7166667,-2.104167
2.033333,-0.025,-1.641667
2.129167,-0.7791667,-1.154167
2.1375,-1.833333,-0.6
1.504167,-2.15,0.3625
0.9833333,-2.120833,1.158333
0.425,-1.966667,2.058333
-0.4625,-1.316667,2.170833
-1.283333,-0.85,2.120833
-2.025,-0.1458333,1.879167
-2.075,0.75,1.283333
-2.075,1.620833,0.7416667
-1.704167,2.120833,-0.2208333
-1.095833,2.1,-1.008333
-0.5458333,2.016667,-1.829167
0.3041667,1.483333,-2.133333
0.9708333,1.008333,-2.120833
1.820833,0.45,-2.066667
2.1,-0.4625,-1.4375
2.154167,-1.204167,-0.9833333
2.058333,-2.070833,-0.2125
1.320833,-2.2125,0.6666667
0.8,-2.15,1.495833
0.09166667,-1.804167,2.166667
-0.6583333,-1.179167,2.225
-1.591667,-0.6583333,2.1625
-2.116667,0.1666667,1.666667
-2.141667,0.8916667,1.141667
-2.1,1.854167,0.5166667
-1.470833,2.158333,-0.4208333
-0.9625,2.066667,-1.145833
-0.4166667,1.908333,-1.995833
0.3666667,1.304167,-2.104167
1.175,0.8875,-2.070833
1.941667,0.3291667,-1.879167
2.054167,-0.5291667,-1.291667
2.104167,-1.495833,-0.8041667
1.775,-2.108333,-0.004166667
1.179167,-2.141667,0.8458333
0.6666667,-2.075,1.795833
-0.1291667,-1.55,2.1625
-0.9208333,-1.033333,2.15
-1.841667,-0.4583333,2.0875
-2.083333,0.4791667,1.445833
-2.1125,1.2375,0.95
-2.008333,2.045833,0.1541667
-1.258333,2.154167,-0.7583333
-0.7458333,2.0625,-1.516667
-0.01666667,1.7375,-2.1
0.6791667,1.120833,-2.166667
1.541667,0.65,-2.108333
2.0875,-0.1333333,-1.629167
2.166667,-0.8375,-1.1125
2.145833,-1.854167,-0.5416667
1.504167,-2.216667,0.4
0.9875,-2.179167,1.129167
0.4041667,-2.0,2.091667
-0.4125,-1.3375,2.245833
-1.266667,-0.8625,2.175
-2.070833,-0.1875,1.9125
-2.145833,0.6416667,1.304167
-2.125,1.604167,0.7541667
-1.733333,2.166667,-0.125
-1.116667,2.133333,-0.9
-0.5958333,2.0375,-1.804167
0.1625,1.4875,-2.116667
0.85,1.0125,-2.095833
1.741667,0.5166667,-2.0375
2.025,-0.3083333,-1.441667
2.108333,-1.079167,-0.9833333
2.045833,-1.945833,-0.3166667
1.320833,-2.1375,0.5666667
0.8291667,-2.1375,1.3875
0.1583333,-1.820833,2.075
-0.6,-1.191667,2.195833
-1.495833,-0.6666667,2.1875
-2.066667,0.1708333,1.716667
-2.166667,0.8833333,1.129167
-2.154167,1.816667,0.4625
-1.475,2.175,-0.5125
-0.9208333,2.120833,-1.166667
-0.2791667,1.9375,-2.033333
0.4833333,1.291667,-2.1875
1.208333,0.8083333,-2.1125
2.029167,0.1375,-1.858333
2.120833,-0.6041667,-1.241667
2.129167,-1.5375,-0.7375
1.754167,-2.1875,0.1083333
1.125,-2.191667,0.8416667
0.6166667,-2.108333,1.8375
-0.1708333,-1.529167,2.2125
-0.925,-1.025,2.195833
-1.879167,-0.4583333,2.125
-2.125,0.4625,1.445833
-2.133333,1.25,0.9666667
-2.054167,2.045833,0.2125
-1.291667,2.15,-0.7583333
-0.7666667,2.0875,-1.508333
